"NAME","Year","CountOfCAMPNAME","SumOfCPETALLC","SumOfCPETECOC","SumOfCPETLEPC","SumOfCPETBILC","SumOfCPETSPEC"
"Richardson ISD",2018,4,2385.00,1457.00,538.00,530.00,148.00
"Richardson ISD",2019,5,2776.00,1790.00,712.00,0.00,179.00
"Richardson ISD",2020,5,2482.00,1572.00,738.00,0.00,160.00
"Rio Grande City Cons ISD",2003,2,70.00,70.00,0.00,0.00,10.00
"Rio Grande City Cons ISD",2004,2,160.00,157.00,0.00,0.00,23.00
"Rio Grande City Cons ISD",2005,1,63.00,57.00,6.00,6.00,11.00
"Rio Grande City Cons ISD",2006,1,94.00,91.00,35.00,35.00,6.00
"Rio Grande City Cons ISD",2007,1,160.00,157.00,97.00,96.00,5.00
"Rio Grande City Cons ISD",2008,1,167.00,162.00,96.00,91.00,15.00
"Rio Grande City Cons ISD",2009,1,175.00,142.00,86.00,84.00,11.00
"Rio Grande City Cons ISD",2010,1,150.00,116.00,48.00,31.00,18.00
"Rio Grande City Cons ISD",2011,1,137.00,136.00,33.00,30.00,16.00
"Rio Grande City Cons ISD",2012,1,139.00,138.00,29.00,29.00,13.00
"Rio Grande City Cons ISD",2013,1,168.00,154.00,91.00,91.00,24.00
"Rio Grande City Cons ISD",2014,1,145.00,123.00,32.00,32.00,14.00
"Rio Grande City Cons ISD",2015,1,164.00,138.00,43.00,43.00,18.00
"Rio Grande City Cons ISD",2018,2,479.00,443.00,253.00,253.00,17.00
"Rio Grande City Cons ISD",2019,2,742.00,655.00,143.00,327.00,33.00
"Rio Grande City Cons ISD",2020,2,1036.00,939.00,633.00,5.00,56.00
"Rockdale ISD",2009,1,59.00,59.00,4.00,2.00,16.00
"Rockdale ISD",2010,1,62.00,61.00,3.00,3.00,21.00
"Rockdale ISD",2011,1,58.00,58.00,2.00,0.00,15.00
"Rockdale ISD",2012,1,62.00,62.00,4.00,4.00,22.00
"Rockdale ISD",2013,1,53.00,53.00,2.00,2.00,21.00
"Rockdale ISD",2014,1,48.00,48.00,2.00,2.00,11.00
"Rockdale ISD",2015,1,57.00,57.00,7.00,7.00,15.00
"Rockdale ISD",2016,1,59.00,59.00,5.00,5.00,19.00
"Rockdale ISD",2017,1,62.00,62.00,8.00,8.00,15.00
"Rockdale ISD",2018,1,33.00,33.00,2.00,1.00,9.00
"Rockdale ISD",2019,1,52.00,52.00,5.00,0.00,21.00
"Rockdale ISD",2020,1,56.00,56.00,5.00,0.00,29.00
"Rockwall ISD",2019,1,43.00,5.00,5.00,0.00,5.00
"Rockwall ISD",2020,1,78.00,15.00,5.00,0.00,5.00
"Round Rock ISD",2004,1,191.00,0.00,0.00,0.00,10.00
"Round Rock ISD",2005,1,207.00,0.00,0.00,0.00,10.00
"Round Rock ISD",2006,1,252.00,0.00,0.00,0.00,7.00
"Round Rock ISD",2007,1,301.00,0.00,0.00,0.00,7.00
"Round Rock ISD",2008,1,315.00,0.00,0.00,0.00,7.00
"Round Rock ISD",2009,2,366.00,63.00,0.00,0.00,38.00
"Round Rock ISD",2010,2,383.00,67.00,0.00,0.00,48.00
"Round Rock ISD",2011,2,425.00,61.00,0.00,0.00,42.00
"Round Rock ISD",2012,4,1540.00,257.00,58.00,57.00,57.00
"Round Rock ISD",2013,4,2094.00,296.00,148.00,144.00,82.00
"Round Rock ISD",2014,5,2591.00,419.00,199.00,187.00,102.00
"Round Rock ISD",2015,5,3084.00,598.00,251.00,222.00,141.00
"Round Rock ISD",2016,5,3624.00,752.00,313.00,287.00,188.00
"Round Rock ISD",2017,5,3749.00,687.00,392.00,366.00,213.00
"Round Rock ISD",2018,5,3268.00,630.00,284.00,257.00,208.00
"Round Rock ISD",2019,5,3439.00,813.00,380.00,0.00,276.00
"Round Rock ISD",2020,5,3470.00,933.00,466.00,0.00,300.00
"Royse City ISD",2011,1,106.00,34.00,2.00,2.00,7.00
"Royse City ISD",2012,1,162.00,68.00,2.00,2.00,9.00
"Royse City ISD",2013,1,139.00,60.00,1.00,1.00,8.00
"Royse City ISD",2014,1,141.00,71.00,1.00,1.00,8.00
"Royse City ISD",2015,1,95.00,41.00,2.00,2.00,7.00
"Royse City ISD",2016,1,98.00,46.00,4.00,4.00,13.00
"Royse City ISD",2017,1,91.00,28.00,3.00,3.00,9.00
"Royse City ISD",2018,1,117.00,18.00,2.00,2.00,11.00
"Royse City ISD",2019,1,123.00,29.00,5.00,0.00,15.00
"Royse City ISD",2020,2,301.00,62.00,10.00,0.00,21.00
"San Angelo ISD",2010,1,633.00,287.00,0.00,0.00,44.00
"San Angelo ISD",2011,1,745.00,334.00,10.00,6.00,45.00
"San Angelo ISD",2012,1,836.00,385.00,10.00,10.00,52.00
"San Angelo ISD",2013,1,960.00,406.00,10.00,10.00,71.00
"San Angelo ISD",2014,1,1005.00,441.00,14.00,14.00,71.00
"San Angelo ISD",2015,1,1198.00,563.00,23.00,22.00,83.00
"San Angelo ISD",2016,1,1198.00,533.00,33.00,32.00,82.00
"San Angelo ISD",2017,1,1296.00,559.00,33.00,33.00,95.00
"San Angelo ISD",2018,1,1235.00,560.00,30.00,29.00,93.00
"San Angelo ISD",2019,2,1391.00,648.00,36.00,0.00,120.00
"San Angelo ISD",2020,2,1459.00,652.00,41.00,0.00,125.00
"San Antonio ISD",1997,1,153.00,122.00,0.00,0.00,0.00
"San Antonio ISD",1998,1,152.00,123.00,0.00,0.00,0.00
"San Antonio ISD",1999,5,1018.00,756.00,127.00,60.00,63.00
"San Antonio ISD",2000,7,1343.00,885.00,42.00,42.00,97.00
"San Antonio ISD",2001,9,1631.00,1147.00,133.00,129.00,133.00
"San Antonio ISD",2002,11,1857.00,1424.00,192.00,178.00,194.00
"San Antonio ISD",2003,11,2027.00,1464.00,212.00,194.00,266.00
"San Antonio ISD",2004,11,2067.00,1653.00,206.00,196.00,261.00
"San Antonio ISD",2005,14,2877.00,2075.00,183.00,208.00,380.00
"San Antonio ISD",2006,17,3839.00,3096.00,252.00,235.00,520.00
"San Antonio ISD",2007,20,4381.00,3521.00,326.00,329.00,524.00
"San Antonio ISD",2008,21,4293.00,3591.00,390.00,364.00,480.00
"San Antonio ISD",2009,21,3865.00,3354.00,368.00,447.00,421.00
"San Antonio ISD",2010,23,4054.00,3190.00,340.00,399.00,420.00
"San Antonio ISD",2011,22,4554.00,3786.00,382.00,375.00,413.00
"San Antonio ISD",2012,21,4723.00,3904.00,341.00,338.00,416.00
"San Antonio ISD",2013,22,5167.00,4147.00,389.00,370.00,450.00
"San Antonio ISD",2014,22,4837.00,4085.00,413.00,384.00,443.00
"San Antonio ISD",2015,28,8094.00,6114.00,690.00,717.00,598.00
"San Antonio ISD",2016,27,7152.00,5509.00,734.00,883.00,572.00
"San Antonio ISD",2017,27,7501.00,5857.00,994.00,1224.00,590.00
"San Antonio ISD",2018,26,8785.00,6602.00,1229.00,1471.00,718.00
"San Antonio ISD",2019,26,9975.00,8026.00,930.00,890.00,764.00
"San Antonio ISD",2020,27,10369.00,8438.00,1744.00,51.00,928.00
"San Benito Cons ISD",2009,3,392.00,315.00,26.00,26.00,12.00
"San Benito Cons ISD",2010,3,762.00,556.00,72.00,70.00,33.00
"San Benito Cons ISD",2011,3,940.00,673.00,85.00,82.00,51.00
"San Benito Cons ISD",2012,3,1172.00,842.00,110.00,108.00,65.00
"San Benito Cons ISD",2013,3,1395.00,1003.00,135.00,130.00,66.00
"San Benito Cons ISD",2014,3,1573.00,1219.00,159.00,149.00,69.00
"San Benito Cons ISD",2015,3,1503.00,1175.00,210.00,201.00,66.00
"San Benito Cons ISD",2016,3,1553.00,1289.00,257.00,257.00,58.00
"San Benito Cons ISD",2017,3,1791.00,1534.00,300.00,300.00,76.00
"San Benito Cons ISD",2018,3,1812.00,1517.00,366.00,356.00,68.00
"San Benito Cons ISD",2019,3,1766.00,1493.00,153.00,236.00,65.00
"San Benito Cons ISD",2020,3,1799.00,1424.00,478.00,23.00,78.00
"San Felipe-Del Rio Cons ISD",2000,1,50.00,0.00,0.00,0.00,0.00
"San Felipe-Del Rio Cons ISD",2001,1,139.00,0.00,0.00,0.00,7.00
"San Felipe-Del Rio Cons ISD",2002,1,150.00,90.00,34.00,34.00,28.00
"San Felipe-Del Rio Cons ISD",2003,1,145.00,84.00,53.00,53.00,22.00
"San Felipe-Del Rio Cons ISD",2004,1,106.00,73.00,45.00,45.00,13.00
"San Felipe-Del Rio Cons ISD",2005,1,96.00,41.00,41.00,41.00,18.00
"San Felipe-Del Rio Cons ISD",2006,1,76.00,45.00,32.00,32.00,14.00
"San Felipe-Del Rio Cons ISD",2007,2,151.00,104.00,51.00,51.00,29.00
"San Felipe-Del Rio Cons ISD",2008,2,225.00,149.00,58.00,58.00,34.00
"San Felipe-Del Rio Cons ISD",2009,2,256.00,140.00,60.00,60.00,32.00
"San Felipe-Del Rio Cons ISD",2010,2,284.00,184.00,81.00,81.00,32.00
"San Felipe-Del Rio Cons ISD",2011,2,329.00,183.00,76.00,76.00,31.00
"San Felipe-Del Rio Cons ISD",2012,2,349.00,224.00,77.00,77.00,30.00
"San Felipe-Del Rio Cons ISD",2013,2,372.00,252.00,102.00,112.00,30.00
"San Felipe-Del Rio Cons ISD",2014,2,351.00,222.00,111.00,118.00,23.00
"San Felipe-Del Rio Cons ISD",2015,2,389.00,251.00,135.00,135.00,16.00
"San Felipe-Del Rio Cons ISD",2016,2,385.00,257.00,158.00,158.00,18.00
"San Felipe-Del Rio Cons ISD",2017,2,388.00,280.00,171.00,170.00,20.00
"San Felipe-Del Rio Cons ISD",2018,2,338.00,228.00,170.00,169.00,13.00
"San Felipe-Del Rio Cons ISD",2019,3,447.00,266.00,232.00,0.00,15.00
"San Felipe-Del Rio Cons ISD",2020,3,495.00,255.00,268.00,0.00,26.00
"San Marcos Cons ISD",2002,1,87.00,1.00,0.00,0.00,8.00
"San Marcos Cons ISD",2003,2,182.00,124.00,0.00,0.00,36.00
"San Marcos Cons ISD",2004,2,189.00,131.00,2.00,1.00,55.00
"San Marcos Cons ISD",2005,4,311.00,238.00,2.00,2.00,197.00
"San Marcos Cons ISD",2006,4,357.00,169.00,8.00,8.00,210.00
"San Marcos Cons ISD",2007,4,368.00,185.00,2.00,2.00,192.00
"San Marcos Cons ISD",2008,4,357.00,275.00,6.00,6.00,173.00
"San Marcos Cons ISD",2009,4,428.00,335.00,20.00,20.00,212.00
"San Marcos Cons ISD",2010,4,447.00,385.00,6.00,6.00,175.00
"San Marcos Cons ISD",2011,3,409.00,342.00,12.00,10.00,139.00
"San Marcos Cons ISD",2012,3,388.00,344.00,19.00,6.00,127.00
"San Marcos Cons ISD",2013,3,386.00,345.00,23.00,13.00,119.00
"San Marcos Cons ISD",2014,3,398.00,339.00,15.00,14.00,120.00
"San Marcos Cons ISD",2015,3,425.00,356.00,9.00,7.00,133.00
"San Marcos Cons ISD",2016,3,398.00,328.00,0.00,0.00,127.00
"San Marcos Cons ISD",2017,3,381.00,327.00,3.00,2.00,121.00
"San Marcos Cons ISD",2018,3,372.00,321.00,6.00,2.00,125.00
"San Marcos Cons ISD",2019,3,344.00,282.00,10.00,0.00,125.00
"San Marcos Cons ISD",2020,3,341.00,299.00,10.00,0.00,134.00
"Schertz-Cibolo-Universal City ISD",2002,2,63.00,2.00,0.00,0.00,2.00
"Schertz-Cibolo-Universal City ISD",2003,1,102.00,40.00,0.00,0.00,7.00
"Schertz-Cibolo-Universal City ISD",2011,1,14.00,10.00,0.00,0.00,2.00
"Schertz-Cibolo-Universal City ISD",2012,1,15.00,8.00,0.00,0.00,1.00
"Schertz-Cibolo-Universal City ISD",2013,1,94.00,60.00,1.00,1.00,16.00
"Schertz-Cibolo-Universal City ISD",2014,1,127.00,67.00,3.00,3.00,21.00
"Schertz-Cibolo-Universal City ISD",2015,1,93.00,59.00,2.00,2.00,15.00
"Schertz-Cibolo-Universal City ISD",2017,1,329.00,105.00,4.00,4.00,15.00
"Schertz-Cibolo-Universal City ISD",2018,1,414.00,102.00,7.00,7.00,24.00
"Schertz-Cibolo-Universal City ISD",2019,1,549.00,140.00,0.00,0.00,21.00
"Schertz-Cibolo-Universal City ISD",2020,1,638.00,152.00,5.00,0.00,32.00
"Seguin ISD",2017,1,93.00,53.00,5.00,0.00,4.00
"Seguin ISD",2018,1,144.00,82.00,6.00,3.00,10.00
"Seguin ISD",2019,1,213.00,139.00,5.00,0.00,17.00
"Seguin ISD",2020,1,243.00,178.00,5.00,0.00,0.00
"Sharyland ISD",2005,1,83.00,34.00,25.00,25.00,8.00
"Sharyland ISD",2006,1,129.00,71.00,58.00,58.00,13.00
"Sharyland ISD",2013,2,471.00,340.00,150.00,149.00,14.00
"Sharyland ISD",2014,2,720.00,551.00,284.00,282.00,18.00
"Sharyland ISD",2015,2,954.00,726.00,361.00,354.00,25.00
"Sharyland ISD",2016,2,1199.00,1000.00,480.00,472.00,45.00
"Sharyland ISD",2017,2,1480.00,1246.00,611.00,631.00,45.00
"Sharyland ISD",2018,2,1588.00,1284.00,677.00,667.00,54.00
"Sharyland ISD",2019,2,1659.00,1276.00,225.00,511.00,51.00
"Sharyland ISD",2020,2,1649.00,1273.00,819.00,5.00,50.00
"Sheldon ISD",2008,1,91.00,73.00,0.00,0.00,0.00
"Sheldon ISD",2009,1,128.00,51.00,0.00,0.00,13.00
"Sheldon ISD",2010,1,298.00,237.00,0.00,0.00,15.00
"Sheldon ISD",2011,1,355.00,287.00,0.00,0.00,21.00
"Sheldon ISD",2012,1,595.00,514.00,0.00,0.00,22.00
"Sheldon ISD",2013,1,724.00,587.00,35.00,24.00,28.00
"Sheldon ISD",2014,1,683.00,496.00,27.00,20.00,30.00
"Sheldon ISD",2015,2,804.00,562.00,21.00,14.00,33.00
"Sheldon ISD",2016,2,835.00,624.00,27.00,19.00,53.00
"Sheldon ISD",2017,1,534.00,405.00,11.00,9.00,47.00
"Socorro ISD",2004,1,185.00,142.00,44.00,18.00,9.00
"Socorro ISD",2011,1,115.00,76.00,57.00,56.00,5.00
"Socorro ISD",2012,1,131.00,74.00,42.00,38.00,10.00
"Socorro ISD",2013,1,182.00,99.00,46.00,45.00,7.00
"Socorro ISD",2014,1,255.00,143.00,63.00,55.00,14.00
"Socorro ISD",2015,1,339.00,160.00,86.00,83.00,17.00
"Socorro ISD",2016,1,364.00,180.00,97.00,87.00,27.00
"Socorro ISD",2017,1,352.00,141.00,101.00,93.00,14.00
"Socorro ISD",2018,1,336.00,81.00,90.00,69.00,14.00
"Socorro ISD",2019,3,808.00,624.00,21.00,226.00,48.00
"Socorro ISD",2020,3,1016.00,852.00,419.00,105.00,98.00
"South San Antonio ISD",2003,2,272.00,193.00,1.00,1.00,41.00
"South San Antonio ISD",2004,2,191.00,164.00,3.00,2.00,68.00
"South San Antonio ISD",2005,2,220.00,170.00,19.00,18.00,88.00
"South San Antonio ISD",2006,2,417.00,350.00,31.00,31.00,80.00
"South San Antonio ISD",2007,2,482.00,395.00,44.00,43.00,70.00
"South San Antonio ISD",2008,2,487.00,390.00,45.00,42.00,56.00
"South San Antonio ISD",2009,2,481.00,437.00,59.00,60.00,46.00
"South San Antonio ISD",2010,2,488.00,436.00,64.00,64.00,60.00
"South San Antonio ISD",2011,2,471.00,415.00,77.00,74.00,49.00
"South San Antonio ISD",2012,2,510.00,470.00,58.00,54.00,54.00
"South San Antonio ISD",2013,2,519.00,487.00,78.00,78.00,57.00
"South San Antonio ISD",2014,1,448.00,406.00,39.00,39.00,41.00
"South San Antonio ISD",2015,3,523.00,476.00,98.00,98.00,34.00
"South San Antonio ISD",2016,2,538.00,472.00,57.00,57.00,41.00
"South San Antonio ISD",2017,2,554.00,397.00,64.00,63.00,30.00
"South San Antonio ISD",2018,6,1633.00,1268.00,143.00,138.00,80.00
"South San Antonio ISD",2019,6,2128.00,1815.00,160.00,93.00,113.00
"South San Antonio ISD",2020,6,2506.00,1916.00,388.00,11.00,156.00
"Southside ISD",2018,1,54.00,53.00,0.00,0.00,38.00
"Southside ISD",2019,1,0.00,5.00,0.00,0.00,22.00
"Southwest ISD",2020,2,459.00,336.00,45.00,0.00,18.00
"Spring Branch ISD",1997,1,122.00,0.00,3.00,0.00,38.00
"Spring Branch ISD",1998,1,102.00,3.00,4.00,0.00,33.00
"Spring Branch ISD",1999,1,126.00,0.00,0.00,0.00,32.00
"Spring Branch ISD",2000,1,140.00,0.00,5.00,0.00,38.00
"Spring Branch ISD",2001,1,98.00,0.00,0.00,0.00,20.00
"Spring Branch ISD",2002,1,60.00,0.00,0.00,0.00,10.00
"Spring Branch ISD",2003,1,90.00,0.00,0.00,0.00,12.00
"Spring Branch ISD",2014,1,18.00,18.00,0.00,0.00,3.00
"Spring Branch ISD",2015,1,21.00,6.00,0.00,0.00,1.00
"Spring Branch ISD",2016,2,35.00,1.00,0.00,0.00,3.00
"Spring Branch ISD",2017,2,23.00,0.00,0.00,0.00,1.00
"Spring ISD",1999,1,161.00,90.00,0.00,0.00,0.00
"Spring ISD",2000,2,230.00,155.00,0.00,0.00,41.00
"Spring ISD",2001,2,267.00,202.00,0.00,0.00,33.00
"Spring ISD",2002,2,338.00,277.00,0.00,0.00,44.00
"Spring ISD",2003,2,566.00,509.00,26.00,26.00,36.00
"Spring ISD",2004,3,427.00,353.00,0.00,0.00,21.00
"Spring ISD",2005,4,633.00,519.00,1.00,1.00,76.00
"Spring ISD",2006,4,490.00,383.00,1.00,1.00,60.00
"Spring ISD",2007,4,562.00,415.00,1.00,7.00,73.00
"Spring ISD",2008,4,560.00,412.00,2.00,2.00,65.00
"Spring ISD",2009,4,551.00,438.00,3.00,3.00,53.00
"Spring ISD",2010,3,561.00,480.00,1.00,1.00,60.00
"Spring ISD",2011,3,501.00,476.00,3.00,3.00,61.00
"Spring ISD",2012,3,426.00,363.00,12.00,12.00,49.00
"Spring ISD",2013,4,879.00,679.00,13.00,13.00,52.00
"Spring ISD",2014,4,1094.00,755.00,5.00,5.00,56.00
"Spring ISD",2015,4,1060.00,772.00,10.00,10.00,44.00
"Spring ISD",2016,4,957.00,733.00,28.00,28.00,35.00
"Spring ISD",2017,5,1086.00,916.00,92.00,85.00,46.00
"Spring ISD",2018,6,1073.00,750.00,79.00,78.00,53.00
"Spring ISD",2019,7,1546.00,833.00,84.00,0.00,75.00
"Spring ISD",2020,7,1743.00,990.00,80.00,0.00,95.00
"Stephenville ISD",2007,1,135.00,70.00,2.00,2.00,21.00
"Stephenville ISD",2008,1,85.00,50.00,0.00,0.00,20.00
"Stephenville ISD",2009,1,78.00,43.00,0.00,0.00,25.00
"Stephenville ISD",2010,1,76.00,54.00,0.00,0.00,15.00
"Stephenville ISD",2011,1,91.00,56.00,1.00,1.00,13.00
"Stephenville ISD",2012,1,78.00,56.00,1.00,0.00,9.00
"Stephenville ISD",2013,1,73.00,56.00,0.00,0.00,9.00
"Stephenville ISD",2014,1,109.00,82.00,0.00,0.00,10.00
"Stephenville ISD",2015,1,101.00,54.00,0.00,0.00,10.00
"Stephenville ISD",2016,1,66.00,42.00,3.00,3.00,7.00
"Stephenville ISD",2017,1,73.00,56.00,3.00,3.00,10.00
"Stephenville ISD",2018,1,67.00,47.00,3.00,3.00,7.00
"Stephenville ISD",2019,1,69.00,69.00,5.00,0.00,5.00
"Stephenville ISD",2020,1,62.00,62.00,5.00,0.00,5.00
"Sunnyvale ISD",2011,1,153.00,100.00,3.00,3.00,13.00
"Sunnyvale ISD",2012,1,190.00,102.00,6.00,6.00,17.00
"Sunnyvale ISD",2013,2,140.00,91.00,17.00,14.00,15.00
"Sunnyvale ISD",2014,1,203.00,94.00,18.00,16.00,20.00
"Sunnyvale ISD",2015,1,228.00,99.00,35.00,34.00,16.00
"Sunnyvale ISD",2017,1,251.00,118.00,32.00,29.00,17.00
"Sunnyvale ISD",2018,1,257.00,129.00,24.00,24.00,21.00
"Sunnyvale ISD",2019,1,294.00,192.00,28.00,0.00,23.00
"Sunnyvale ISD",2020,1,277.00,159.00,26.00,0.00,24.00
"Taft ISD",2009,1,77.00,74.00,0.00,0.00,21.00
"Taft ISD",2010,1,82.00,82.00,0.00,0.00,20.00
"Taft ISD",2011,1,71.00,69.00,4.00,4.00,15.00
"Taft ISD",2012,1,92.00,90.00,5.00,5.00,15.00
"Taft ISD",2013,1,95.00,95.00,9.00,9.00,15.00
"Taft ISD",2014,1,99.00,99.00,14.00,14.00,15.00
"Taft ISD",2015,1,92.00,92.00,8.00,8.00,15.00
"Taft ISD",2016,1,93.00,92.00,4.00,4.00,8.00
"Taft ISD",2017,1,63.00,63.00,8.00,7.00,4.00
"Taft ISD",2018,1,48.00,45.00,6.00,6.00,8.00
"Taft ISD",2019,1,54.00,54.00,5.00,0.00,5.00
"Taft ISD",2020,1,52.00,52.00,5.00,0.00,5.00
"Temple ISD",2000,1,43.00,27.00,0.00,0.00,13.00
"Temple ISD",2001,1,89.00,47.00,0.00,0.00,23.00
"Temple ISD",2002,1,161.00,120.00,0.00,0.00,37.00
"Temple ISD",2003,1,100.00,79.00,0.00,0.00,30.00
"Temple ISD",2004,1,144.00,101.00,0.00,0.00,26.00
"Temple ISD",2005,1,123.00,95.00,0.00,0.00,32.00
"Temple ISD",2006,1,106.00,91.00,0.00,0.00,26.00
"Temple ISD",2007,1,91.00,75.00,0.00,0.00,15.00
"Temple ISD",2008,1,142.00,99.00,3.00,3.00,14.00
"Temple ISD",2009,1,180.00,122.00,2.00,2.00,22.00
"Temple ISD",2010,1,179.00,138.00,2.00,2.00,26.00
"Temple ISD",2011,1,165.00,115.00,2.00,2.00,20.00
"Temple ISD",2012,1,267.00,161.00,0.00,0.00,27.00
"Temple ISD",2013,1,353.00,215.00,1.00,0.00,34.00
"Temple ISD",2014,1,339.00,206.00,1.00,0.00,38.00
"Temple ISD",2015,1,303.00,197.00,3.00,3.00,36.00
"Temple ISD",2016,1,336.00,207.00,10.00,10.00,35.00
"Temple ISD",2017,1,296.00,156.00,9.00,8.00,43.00
"Temple ISD",2018,1,357.00,215.00,19.00,18.00,45.00
"Temple ISD",2019,1,286.00,204.00,17.00,0.00,28.00
"Temple ISD",2020,1,294.00,182.00,15.00,0.00,37.00
"Texarkana ISD",2000,1,56.00,1.00,0.00,0.00,0.00
"Texarkana ISD",2001,1,121.00,1.00,0.00,0.00,13.00
"Texarkana ISD",2002,1,59.00,30.00,2.00,2.00,12.00
"Texarkana ISD",2017,1,49.00,24.00,0.00,0.00,4.00
"Texarkana ISD",2018,1,60.00,39.00,0.00,0.00,6.00
"Texarkana ISD",2019,1,72.00,40.00,0.00,0.00,5.00
"Texarkana ISD",2020,1,76.00,45.00,0.00,0.00,5.00
"Texas City ISD",1999,1,188.00,79.00,0.00,0.00,2.00
"Texas City ISD",2000,1,215.00,114.00,0.00,0.00,6.00
"Texas City ISD",2001,1,259.00,133.00,3.00,0.00,5.00
"Texas City ISD",2002,1,284.00,132.00,0.00,0.00,4.00
"Texas City ISD",2004,1,609.00,327.00,0.00,0.00,6.00
"Texas City ISD",2005,1,589.00,384.00,0.00,0.00,8.00
"Texas City ISD",2006,1,564.00,291.00,3.00,0.00,3.00
"Texas City ISD",2007,1,543.00,321.00,0.00,0.00,4.00
"Texas City ISD",2008,1,495.00,347.00,0.00,0.00,3.00
"Texas City ISD",2009,1,505.00,302.00,0.00,0.00,4.00
"Texas City ISD",2010,1,481.00,327.00,0.00,0.00,2.00
"Texas City ISD",2011,1,438.00,322.00,0.00,0.00,3.00
"Texas City ISD",2012,1,411.00,304.00,0.00,0.00,0.00
"Texas City ISD",2013,1,392.00,265.00,1.00,1.00,5.00
"Texas City ISD",2014,1,412.00,348.00,1.00,1.00,4.00
"Texas City ISD",2015,1,437.00,365.00,1.00,1.00,3.00
"Texas City ISD",2016,1,457.00,406.00,28.00,28.00,9.00
"Texas City ISD",2017,1,507.00,446.00,63.00,63.00,11.00
"Texas City ISD",2018,1,491.00,468.00,61.00,61.00,10.00
"Texas City ISD",2019,1,508.00,441.00,55.00,0.00,15.00
"Texas City ISD",2020,1,520.00,428.00,53.00,0.00,19.00
"Tomball ISD",2000,1,71.00,37.00,0.00,0.00,7.00
"Tomball ISD",2001,1,57.00,0.00,0.00,0.00,5.00
"Tomball ISD",2002,1,68.00,1.00,0.00,0.00,3.00
"Tomball ISD",2003,1,69.00,16.00,0.00,0.00,4.00
"Tomball ISD",2004,1,83.00,35.00,0.00,0.00,2.00
"Tomball ISD",2005,1,85.00,25.00,0.00,0.00,1.00
"Tomball ISD",2006,1,84.00,54.00,2.00,2.00,1.00
"Tomball ISD",2007,1,125.00,82.00,2.00,10.00,3.00
"Tomball ISD",2008,2,461.00,267.00,9.00,9.00,32.00
"Tomball ISD",2009,2,377.00,198.00,6.00,11.00,27.00
"Tomball ISD",2010,2,390.00,267.00,16.00,14.00,19.00
"Tomball ISD",2011,2,330.00,231.00,9.00,9.00,24.00
"Tomball ISD",2012,1,74.00,56.00,2.00,2.00,1.00
"Tomball ISD",2013,3,257.00,82.00,10.00,10.00,11.00
"Tomball ISD",2014,2,276.00,52.00,24.00,24.00,10.00
"Tomball ISD",2015,2,332.00,79.00,17.00,17.00,5.00
"Tomball ISD",2016,2,373.00,93.00,15.00,15.00,6.00
"Tomball ISD",2017,2,382.00,97.00,19.00,16.00,3.00
"Tomball ISD",2018,2,403.00,133.00,24.00,18.00,6.00
"Tomball ISD",2019,1,62.00,38.00,11.00,5.00,5.00
"Tomball ISD",2020,2,362.00,143.00,21.00,5.00,10.00
"Trinity ISD",2004,1,78.00,24.00,0.00,0.00,12.00
"Trinity ISD",2005,1,93.00,14.00,0.00,0.00,21.00
"Trinity ISD",2006,1,97.00,50.00,0.00,0.00,17.00
"Trinity ISD",2007,1,122.00,72.00,0.00,0.00,19.00
"Trinity ISD",2008,1,77.00,57.00,1.00,1.00,11.00
"Tyler ISD",1999,1,82.00,9.00,0.00,0.00,25.00
"Tyler ISD",2000,2,128.00,12.00,0.00,0.00,37.00
"Tyler ISD",2001,2,247.00,7.00,0.00,0.00,59.00
"Tyler ISD",2002,2,465.00,54.00,0.00,0.00,102.00
"Tyler ISD",2003,2,412.00,198.00,9.00,9.00,54.00
"Tyler ISD",2004,2,439.00,227.00,37.00,37.00,87.00
"Tyler ISD",2005,2,368.00,217.00,28.00,28.00,61.00
"Tyler ISD",2006,4,530.00,305.00,23.00,23.00,67.00
"Tyler ISD",2007,4,492.00,298.00,18.00,18.00,72.00
"Tyler ISD",2008,3,464.00,285.00,20.00,20.00,48.00
"Tyler ISD",2009,3,375.00,201.00,30.00,30.00,61.00
"Tyler ISD",2010,3,428.00,261.00,56.00,56.00,87.00
"Tyler ISD",2011,3,567.00,298.00,52.00,52.00,74.00
"Tyler ISD",2012,3,652.00,353.00,50.00,50.00,84.00
"Tyler ISD",2013,4,887.00,390.00,64.00,64.00,77.00
"Tyler ISD",2014,4,1012.00,418.00,69.00,41.00,92.00
"Tyler ISD",2015,4,1170.00,503.00,98.00,85.00,94.00
"Tyler ISD",2016,4,1144.00,503.00,104.00,97.00,75.00
"Tyler ISD",2017,3,1188.00,426.00,109.00,87.00,89.00
"Tyler ISD",2018,4,1269.00,502.00,100.00,78.00,95.00
"Tyler ISD",2019,4,1351.00,613.00,102.00,0.00,69.00
"Tyler ISD",2020,4,1388.00,702.00,148.00,0.00,73.00
"United ISD",2000,2,173.00,56.00,1.00,1.00,12.00
"United ISD",2001,2,271.00,53.00,15.00,0.00,33.00
"United ISD",2002,2,310.00,243.00,128.00,95.00,48.00
"United ISD",2003,2,418.00,310.00,227.00,216.00,73.00
"United ISD",2004,2,445.00,368.00,135.00,135.00,68.00
"United ISD",2005,2,366.00,337.00,81.00,81.00,57.00
"United ISD",2006,2,436.00,382.00,108.00,99.00,76.00
