"NAME","year","CountOfCAMPNAME","SumOfCPETALLC","SumOfCPETCOPNUM"
"Weslaco ISD",2016,5,2359.00,2048.00
"Weslaco ISD",2017,5,2876.00,2506.00
"Weslaco ISD",2018,5,3187.00,2818.00
"West Orange-Cove Cons ISD",2009,1,9.00,6.00
"West Orange-Cove Cons ISD",2010,1,51.00,50.00
"West Orange-Cove Cons ISD",2011,1,74.00,68.00
"West Orange-Cove Cons ISD",2012,1,100.00,97.00
"West Orange-Cove Cons ISD",2013,1,117.00,115.00
"West Orange-Cove Cons ISD",2014,1,83.00,76.00
"West Orange-Cove Cons ISD",2015,1,77.00,77.00
"West Orange-Cove Cons ISD",2016,1,66.00,63.00
"West Orange-Cove Cons ISD",2017,1,90.00,90.00
"West Orange-Cove Cons ISD",2018,1,97.00,54.00
"White Settlement ISD",2016,1,457.00,117.00
"White Settlement ISD",2017,1,804.00,215.00
"White Settlement ISD",2018,1,945.00,271.00
"Whitehouse ISD",2016,1,153.00,44.00
"Whitehouse ISD",2017,2,705.00,321.00
"Whitehouse ISD",2018,2,1012.00,398.00
"Wichita Falls ISD",1999,1,67.00,3.00
"Wichita Falls ISD",2000,1,67.00,0.00
"Wichita Falls ISD",2001,1,69.00,35.00
"Wichita Falls ISD",2002,1,81.00,37.00
"Wichita Falls ISD",2003,1,159.00,63.00
"Wichita Falls ISD",2004,1,173.00,87.00
"Wichita Falls ISD",2005,1,156.00,64.00
"Wichita Falls ISD",2006,1,168.00,78.00
"Wichita Falls ISD",2007,1,173.00,71.00
"Wichita Falls ISD",2008,1,161.00,71.00
"Wichita Falls ISD",2009,1,166.00,79.00
"Wichita Falls ISD",2010,1,197.00,54.00
"Wichita Falls ISD",2011,1,187.00,55.00
"Wichita Falls ISD",2012,1,192.00,96.00
"Wichita Falls ISD",2013,1,168.00,85.00
"Wichita Falls ISD",2014,1,159.00,97.00
"Wichita Falls ISD",2015,1,115.00,60.00
"Willis ISD",2009,1,145.00,40.00
"Willis ISD",2010,1,153.00,46.00
"Willis ISD",2011,1,314.00,147.00
"Willis ISD",2012,1,332.00,107.00
"Willis ISD",2013,1,145.00,54.00
"Willis ISD",2014,1,158.00,79.00
"Willis ISD",2015,1,147.00,54.00
"Willis ISD",2016,1,144.00,44.00
"Willis ISD",2017,1,157.00,67.00
"Willis ISD",2018,1,161.00,84.00
"Wimberley ISD",2000,1,61.00,16.00
"Wimberley ISD",2001,1,114.00,16.00
"Wimberley ISD",2002,1,113.00,18.00
"Wimberley ISD",2003,1,119.00,38.00
"Wimberley ISD",2004,1,125.00,49.00
"Wimberley ISD",2005,1,115.00,39.00
"Wimberley ISD",2006,1,99.00,40.00
"Wimberley ISD",2007,1,124.00,38.00
"Wimberley ISD",2008,1,122.00,31.00
"Wimberley ISD",2009,1,121.00,34.00
"Wimberley ISD",2010,1,124.00,56.00
"Wimberley ISD",2011,1,139.00,71.00
"Wimberley ISD",2012,1,146.00,74.00
"Wimberley ISD",2013,1,137.00,64.00
"Wimberley ISD",2014,1,150.00,79.00
"Wimberley ISD",2015,1,146.00,74.00
"Wimberley ISD",2016,1,164.00,67.00
"Wimberley ISD",2017,1,159.00,73.00
"Wimberley ISD",2018,1,157.00,63.00
"Ysleta ISD",2001,2,284.00,249.00
"Ysleta ISD",2002,3,734.00,482.00
"Ysleta ISD",2003,3,879.00,683.00
"Ysleta ISD",2004,3,1056.00,660.00
"Ysleta ISD",2005,3,825.00,726.00
"Ysleta ISD",2006,3,693.00,588.00
"Ysleta ISD",2007,4,912.00,720.00
"Ysleta ISD",2008,4,876.00,750.00
"Ysleta ISD",2009,4,779.00,651.00
"Ysleta ISD",2010,4,871.00,714.00
"Ysleta ISD",2011,2,388.00,292.00
"Ysleta ISD",2012,2,390.00,319.00
"Ysleta ISD",2013,2,435.00,348.00
"Ysleta ISD",2014,2,407.00,318.00
"Ysleta ISD",2015,3,1410.00,1045.00
"Ysleta ISD",2016,4,1412.00,1093.00
"Ysleta ISD",2017,5,1891.00,1394.00
"Ysleta ISD",2018,5,1992.00,1316.00
