NAME,year,CountOfCAMPNAME,SumOfCPETALLC,SumOfCPETECOPNUM,SumOfCPETLEPC,SumOfCPETBILC,SumOfCPETSPEC
Brazos River Charter School,2012,1,194,64.4,0,0,19
Brazos River Charter School,2013,1,226,56.2,0,0,37
Brazos River Charter School,2014,1,206,59.7,0,0,29
Brazos River Charter School,2015,1,238,58,0,0,36
Brazos River Charter School,2016,1,246,50,1,1,33
Brazos River Charter School,2017,1,228,56.1,0,0,35
Brazos River Charter School,2018,1,236,64.8,0,0,25
Brazos River Charter School,2019,1,242,0,0,0,46
Brazos School For Inquiry & Creatitivity,2000,1,70,0,0,0,9
Brazos School For Inquiry & Creatitivity,2001,1,86,51.2,0,0,8
Brazos School For Inquiry & Creatitivity,2002,1,146,67.1,0,0,4
Brazos School For Inquiry & Creatitivity,2003,1,129,70.5,0,0,19
Brazos School For Inquiry & Creatitivity,2004,1,88,77.3,0,0,26
Brazos School For Inquiry & Creatitivity,2005,3,264,272.6,0,66,27
Brazos School For Inquiry & Creatitivity,2006,4,355,378.4,0,0,16
Brazos School For Inquiry & Creatitivity,2007,3,298,263.2,63,63,24
Brazos School For Inquiry & Creatitivity,2008,4,458,356.7,15,13,22
Brazos School For Inquiry & Creatitivity,2009,4,461,375.6,67,40,35
Brazos School For Inquiry & Creatitivity,2010,4,490,384.2,70,51,51
Brazos School For Inquiry & Creatitivity,2011,4,494,380.2,56,37,50
Brazos School For Inquiry & Creatitivity,2012,4,453,376.1,81,69,30
Brazos School For Inquiry & Creatitivity,2013,3,448,279.1,78,76,37
Brazos School For Inquiry & Creatitivity,2014,3,478,279.8,83,76,36
Brazos School For Inquiry & Creatitivity,2015,3,434,274.7,89,82,27
Brazos School For Inquiry & Creatitivity,2016,3,417,285.2,97,92,34
Brazos School For Inquiry & Creatitivity,2017,3,387,278.7,69,65,39
Brazos School For Inquiry & Creatitivity,2018,3,394,285.1,95,92,25
Brazos School For Inquiry & Creatitivity,2019,2,375,0,130,0,36
Bridgeway Preparatory Academy,2019,1,81,0,0,0,14
Bright Ideas Charter,1999,1,67,4.5,0,0,0
Bright Ideas Charter,2000,1,67,0,0,0,0
Bright Ideas Charter,2001,1,69,50.7,0,0,0
Bright Ideas Charter,2002,1,81,45.7,0,0,3
Bright Ideas Charter,2003,1,159,39.6,0,0,10
Bright Ideas Charter,2004,1,173,50.3,0,0,14
Bright Ideas Charter,2005,1,156,41,0,0,9
Bright Ideas Charter,2006,1,168,46.4,0,0,10
Bright Ideas Charter,2007,1,173,41,0,0,9
Bright Ideas Charter,2008,1,161,44.1,0,0,6
Bright Ideas Charter,2009,1,166,47.6,0,0,4
Bright Ideas Charter,2010,1,197,27.4,0,0,9
Bright Ideas Charter,2011,1,187,29.4,0,0,6
Bright Ideas Charter,2012,1,192,50,0,0,14
Bright Ideas Charter,2013,1,168,50.6,0,0,18
Bright Ideas Charter,2014,1,159,61,0,0,16
Bright Ideas Charter,2015,1,115,52.2,0,0,13
Brooks Academy Of Science And Engineering,2007,1,235,65.1,0,0,9
Brooks Academy Of Science And Engineering,2008,1,451,51.2,16,6,16
Brooks Academy Of Science And Engineering,2009,1,602,54.3,9,1,22
Brooks Academy Of Science And Engineering,2010,1,686,57,46,0,27
Brooks Academy Of Science And Engineering,2011,1,638,40.9,13,0,28
Brooks Academy Of Science And Engineering,2012,1,1018,68.9,16,16,38
Brooks Academy Of Science And Engineering,2013,1,1208,65.9,50,40,54
Brooks Academy Of Science And Engineering,2014,1,1509,57.9,111,95,69
Brooks Academy Of Science And Engineering,2015,3,1776,205.3,125,112,72
Brooks Academy Of Science And Engineering,2016,3,1785,192.8,152,139,78
Brooks Academy Of Science And Engineering,2017,4,1961,221,132,128,107
Brooks Academy Of Science And Engineering,2018,4,2898,273.4,199,195,165
Brooks Academy Of Science And Engineering,2019,4,3306,0,184,0,401
Burnham Wood Charter School Distri,2019,1,154,0,0,93,0
Burnham Wood Charter School District,1999,1,92,23.9,0,0,5
Burnham Wood Charter School District,2000,1,115,33.9,0,0,4
Burnham Wood Charter School District,2001,1,169,28.4,3,0,10
Burnham Wood Charter School District,2002,2,195,59.6,47,0,9
Burnham Wood Charter School District,2003,2,250,38.8,82,77,21
Burnham Wood Charter School District,2004,1,220,42.7,43,43,23
Burnham Wood Charter School District,2005,1,217,39.2,25,25,27
Burnham Wood Charter School District,2006,1,261,42.9,32,31,36
Burnham Wood Charter School District,2007,2,393,87.6,34,25,46
Burnham Wood Charter School District,2008,2,590,88.4,111,90,66
Burnham Wood Charter School District,2009,2,685,95.1,128,128,60
Burnham Wood Charter School District,2010,2,782,106.6,114,114,44
Burnham Wood Charter School District,2011,2,892,101.4,165,140,47
Burnham Wood Charter School District,2012,2,871,92.3,153,117,47
Burnham Wood Charter School District,2013,2,856,94.7,160,126,38
Burnham Wood Charter School District,2014,2,914,91.4,152,129,38
Burnham Wood Charter School District,2015,2,968,102,222,197,39
Burnham Wood Charter School District,2016,2,1031,104,269,236,46
Burnham Wood Charter School District,2017,2,963,82.2,273,237,52
Burnham Wood Charter School District,2018,2,830,68.6,247,205,44
Burnham Wood Charter School District,2019,2,925,0,0,135,31
C O R E Academy,2014,1,74,94.6,0,0,10
C O R E Academy,2015,1,343,88.3,3,3,40
C O R E Academy,2016,1,509,88.6,3,3,44
C O R E Academy,2017,1,478,92.7,3,3,42
Calvin Nelms Charter Schools,2000,1,53,0,0,0,0
Calvin Nelms Charter Schools,2001,1,168,1.2,10,10,8
Calvin Nelms Charter Schools,2002,1,150,16,4,0,14
Calvin Nelms Charter Schools,2003,2,157,21.3,1,0,8
Calvin Nelms Charter Schools,2004,2,145,45.7,1,0,15
Calvin Nelms Charter Schools,2005,3,171,120.6,0,0,34
Calvin Nelms Charter Schools,2006,4,181,160.9,0,0,26
Calvin Nelms Charter Schools,2007,4,274,78,0,0,34
Calvin Nelms Charter Schools,2008,5,335,135.9,0,0,27
Calvin Nelms Charter Schools,2009,5,280,84.7,0,0,32
Calvin Nelms Charter Schools,2010,3,297,84.6,0,0,27
Calvin Nelms Charter Schools,2011,3,260,77.2,0,0,25
Calvin Nelms Charter Schools,2012,3,247,57.9,2,2,28
Calvin Nelms Charter Schools,2013,2,253,61.8,2,2,26
Calvin Nelms Charter Schools,2014,2,284,60.6,7,7,29
Calvin Nelms Charter Schools,2015,2,303,55.9,5,5,23
Calvin Nelms Charter Schools,2016,2,307,77.2,7,7,21
Calvin Nelms Charter Schools,2017,2,319,89,10,8,18
Calvin Nelms Charter Schools,2018,2,311,92.1,10,10,20
Calvin Nelms Charter Schools,2019,2,314,0,0,0,0
Career Plus Learning Academy,2000,1,23,87,1,1,8
Career Plus Learning Academy,2001,1,15,80,0,0,3
Career Plus Learning Academy,2002,1,29,100,0,0,9
Career Plus Learning Academy,2003,1,35,100,0,0,11
Career Plus Learning Academy,2004,1,46,100,0,0,6
Career Plus Learning Academy,2005,1,43,100,0,0,15
Career Plus Learning Academy,2006,1,92,100,0,0,19
Carpe Diem Schools,2016,1,244,61.5,6,0,40
Carpe Diem Schools,2017,1,262,62.2,0,0,29
Carpe Diem Schools,2018,1,226,59.3,3,0,25
Cedars International Academy,2002,1,48,0,0,0,1
Cedars International Academy,2003,1,98,42.9,0,0,8
Cedars International Academy,2004,1,130,50,0,0,12
Cedars International Academy,2005,1,154,50.6,3,3,10
Cedars International Academy,2006,1,155,61.3,5,5,19
Cedars International Academy,2007,1,188,65.4,7,7,27
Cedars International Academy,2008,1,160,70,11,10,23
Cedars International Academy,2009,1,182,70.9,22,22,25
Cedars International Academy,2010,1,217,93.5,39,39,22
Cedars International Academy,2011,1,221,87.3,40,38,17
Cedars International Academy,2012,1,250,82,58,56,13
Cedars International Academy,2013,1,308,81.8,102,99,18
Cedars International Academy,2014,1,353,93.5,120,119,17
Cedars International Academy,2015,1,392,82.9,127,126,15
Cedars International Academy,2016,1,390,90.3,174,173,21
Cedars International Academy,2017,2,455,123.6,193,193,36
Cedars International Academy,2018,2,501,165.6,205,205,44
Cedars International Academy,2019,2,501,0,150,71,49
Chaparral Star Academy,1999,1,30,0,0,0,0
Chaparral Star Academy,2000,1,90,0,0,0,8
Chaparral Star Academy,2001,1,140,0,0,0,11
Chaparral Star Academy,2002,1,142,0,0,0,11
Chaparral Star Academy,2003,1,178,0,0,0,9
Chaparral Star Academy,2004,1,191,0,0,0,10
Chaparral Star Academy,2005,1,207,0,0,0,10
Chaparral Star Academy,2006,1,252,0,0,0,7
Chaparral Star Academy,2007,1,301,0,0,0,7
Chaparral Star Academy,2008,1,315,0,0,0,7
Chaparral Star Academy,2009,1,303,0,0,0,6
Chaparral Star Academy,2010,1,304,0,0,0,5
Chaparral Star Academy,2011,1,346,1.2,0,0,4
Chaparral Star Academy,2012,1,343,1.2,0,0,3
Chaparral Star Academy,2013,1,365,0.3,0,0,10
Chaparral Star Academy,2014,1,360,0.6,0,0,6
Chaparral Star Academy,2015,1,358,0,0,0,9
Chaparral Star Academy,2016,1,357,0,11,10,16
Chaparral Star Academy,2017,1,378,0,21,21,13
Chaparral Star Academy,2018,1,381,0,22,18,10
Chaparral Star Academy,2019,1,376,0,32,0,0
Chapel Hill Academy,2009,1,127,55.9,3,3,8
Chapel Hill Academy,2010,1,268,66,6,6,13
Chapel Hill Academy,2011,1,344,61.9,11,11,15
Chapel Hill Academy,2012,1,407,60.7,15,15,25
Chapel Hill Academy,2013,1,488,64.3,21,21,38
Chapel Hill Academy,2014,1,502,62.2,26,26,40
Chapel Hill Academy,2015,1,507,62.9,27,25,38
Chapel Hill Academy,2016,1,506,63.6,29,26,30
Chapel Hill Academy,2017,1,518,59.5,34,31,34
Chapel Hill Academy,2018,1,510,60.8,37,33,41
Chapel Hill Academy,2019,1,734,0,56,0,59
Children First Academy,2000,2,353,0,0,0,0
Children First Academy,2001,2,622,36,0,0,16
Children First Academy,2002,2,743,187.4,0,0,29
Children First Academy,2003,2,749,199,0,0,26
Children First Academy,2004,2,732,195.9,0,0,21
Children First Academy,2005,2,833,196.1,0,0,55
Children First Academy,2006,2,756,197.5,0,0,59
Children First Academy,2007,2,763,198.4,0,0,52
Children First Academy,2008,2,731,194,0,0,37
Children First Academy,2009,2,753,196.9,0,0,50
Children First Academy,2010,2,750,197.9,0,0,53
Children First Academy,2011,2,878,192.8,0,0,49
Children First Academy,2012,2,888,197.8,0,0,59
Children First Academy,2013,2,904,195.4,0,0,44
Children First Academy,2015,2,716,197.3,0,0,1
Children First Academy,2016,2,783,200,0,0,15
Children Of The Sun Charter School,2003,2,70,200,0,0,10
Children Of The Sun Charter School,2004,2,160,195.9,0,0,23
City Center Health Careers,2010,1,67,62.7,5,4,2
City Center Health Careers,2011,1,123,59.3,10,9,6
City Center Health Careers,2012,1,145,65.5,8,8,14
City Center Health Careers,2013,1,124,83.9,6,6,6
City Center Health Careers,2014,1,144,91,28,28,9
City Center Health Careers,2015,1,111,87.4,32,32,10
Cityscape Schools,2009,1,128,90.6,73,72,2
Cityscape Schools,2010,1,160,94.4,99,100,4
Cityscape Schools,2011,1,191,93.2,115,114,5
Cityscape Schools,2012,1,221,95,122,121,7
Cityscape Schools,2013,1,201,97.5,118,125,5
Cityscape Schools,2014,1,203,97.5,112,117,9
Cityscape Schools,2015,1,392,95.9,209,195,12
Cityscape Schools,2016,1,520,95.8,250,238,29
Cityscape Schools,2017,1,620,94,334,325,26
Cityscape Schools,2018,1,740,89.5,394,338,41
Cityscape Schools,2019,2,1152,0,0,323,0
Coastal Bend Youth City,1999,1,40,100,0,0,40
Coastal Bend Youth City,2000,1,46,97.8,0,0,30
Coastal Bend Youth City,2001,1,48,100,2,1,26
Coastal Bend Youth City,2002,1,56,100,1,1,38
Coastal Bend Youth City,2003,1,50,100,0,0,33
Coastal Bend Youth City,2004,1,53,100,0,0,28
Coastal Bend Youth City,2005,1,20,100,0,0,11
Compass Academy Charter School,2012,1,250,20.8,0,0,8
Compass Academy Charter School,2013,1,373,30.3,2,2,15
Compass Academy Charter School,2014,1,465,29,2,2,19
Compass Academy Charter School,2015,1,575,24.9,2,2,35
Compass Academy Charter School,2016,1,673,21.2,0,0,45
Compass Academy Charter School,2017,1,778,16.7,4,4,54
Compass Academy Charter School,2018,1,1025,17.6,3,3,66
Compass Academy Charter School,2019,1,1234,0,0,0,106
Compass Rose Academy,2018,1,90,78.9,12,10,10
Compass Rose Academy,2019,1,369,0,0,0,39
Comquest Academy,2000,1,71,52.1,0,0,7
Comquest Academy,2001,1,57,0,0,0,5
Comquest Academy,2002,1,68,1.5,0,0,3
Comquest Academy,2003,1,69,23.2,0,0,4
Comquest Academy,2004,1,83,42.2,0,0,2
Comquest Academy,2005,1,85,29.4,0,0,1
Comquest Academy,2006,1,84,64.3,2,2,1
Comquest Academy,2007,1,125,65.6,2,10,3
Comquest Academy,2008,1,88,69.3,0,0,4
Comquest Academy,2009,1,82,69.5,0,0,4
Comquest Academy,2010,1,75,74.7,0,0,0
Comquest Academy,2011,1,83,68.7,1,1,7
Comquest Academy,2012,1,74,75.7,2,2,1
Comquest Academy,2013,1,64,65.6,0,0,3
Comquest Academy,2014,1,79,48.1,7,7,6
Comquest Academy,2015,1,60,65,3,3,2
Comquest Academy,2016,1,83,66.3,6,6,5
Comquest Academy,2017,1,83,67.5,15,12,3
Comquest Academy,2018,1,75,68,23,17,4
Comquest Academy,2019,1,55,0,11,0,0
Corpus Christi Montessori School,2006,1,57,12.3,0,0,3
Corpus Christi Montessori School,2007,1,83,6,1,1,7
Corpus Christi Montessori School,2008,1,115,5.2,0,0,13
Corpus Christi Montessori School,2009,1,153,17,0,0,18
Corpus Christi Montessori School,2010,1,169,11.8,0,0,15
Corpus Christi Montessori School,2011,1,181,7.7,0,0,13
Corpus Christi Montessori School,2012,1,175,0,0,0,13
Corpus Christi Montessori School,2013,1,165,13.9,0,0,8
Corpus Christi Montessori School,2014,1,153,12.4,8,7,4
Corpus Christi Montessori School,2015,1,163,22.7,7,6,8
Corpus Christi Montessori School,2016,1,168,19.6,5,5,16
Corpus Christi Montessori School,2017,1,168,18.5,4,4,12
Corpus Christi Montessori School,2018,1,145,17.2,4,4,12
Corpus Christi Montessori School,2019,1,140,0,0,0,19
crossroads Community Ed Ctr Charter,2001,1,62,82.3,0,0,0
crossroads Community Ed Ctr Charter,2002,1,119,52.1,0,0,0
crossroads Community Ed Ctr Charter,2003,1,148,67.6,0,0,15
crossroads Community Ed Ctr Charter,2004,1,107,72,0,0,9
crossroads Community Ed Ctr Charter,2005,1,93,98.9,0,0,15
crossroads Community Ed Ctr Charter,2006,1,113,98.2,0,0,10
Crosstimbers Academy,2007,1,110,50.9,0,0,13
Crosstimbers Academy,2008,1,144,41.7,0,0,16
Crosstimbers Academy,2009,1,136,46.3,0,1,18
Crosstimbers Academy,2010,1,149,49.7,0,0,20
Crosstimbers Academy,2011,1,140,49.3,0,0,21
Crosstimbers Academy,2012,1,132,49.2,0,0,9
Crosstimbers Academy,2013,1,118,47.5,0,0,7
Crosstimbers Academy,2014,1,117,48.7,0,0,12
Crosstimbers Academy,2015,1,90,45.6,0,0,7
Crosstimbers Academy,2016,1,98,48,0,0,9
Crosstimbers Academy,2017,1,86,54.7,0,0,8
Crosstimbers Academy,2018,1,109,54.1,0,0,10
Crosstimbers Academy,2019,1,143,0,0,0,12
Cumberland Academy,1999,1,82,11,0,0,25
Cumberland Academy,2000,1,84,14.3,0,0,37
Cumberland Academy,2001,1,118,5.9,0,0,48
Cumberland Academy,2002,1,309,12.9,0,0,85
Cumberland Academy,2003,1,186,8.1,0,0,37
Cumberland Academy,2004,1,222,47.3,0,0,53
Cumberland Academy,2005,1,193,50.8,0,0,37
Cumberland Academy,2006,1,205,53.7,0,0,41
Cumberland Academy,2007,1,223,46.6,0,0,36
Cumberland Academy,2008,1,237,45.1,0,0,30
Cumberland Academy,2009,1,222,51.8,0,0,20
Cumberland Academy,2010,1,241,58.1,0,0,35
Cumberland Academy,2011,1,387,37,0,0,37
Cumberland Academy,2012,1,440,39.1,0,0,38
Cumberland Academy,2013,1,483,35.2,0,0,34
Cumberland Academy,2014,2,852,70.6,28,0,58
Cumberland Academy,2015,2,1030,77.2,71,58,63
Cumberland Academy,2016,3,1161,113.4,90,83,67
Cumberland Academy,2017,3,1466,97.9,114,90,106
Cumberland Academy,2018,4,1774,121.9,158,126,128
Cumberland Academy,2019,4,1988,0,127,0,119
Dr M L Garza-Gonzalez Charter School,1997,1,148,99.3,0,0,0
Dr M L Garza-Gonzalez Charter School,1998,1,182,15.4,0,0,8
Dr M L Garza-Gonzalez Charter School,1999,1,184,74.5,0,0,18
Dr M L Garza-Gonzalez Charter School,2000,2,212,175.7,0,0,16
Dr M L Garza-Gonzalez Charter School,2001,2,213,175.1,0,0,7
Dr M L Garza-Gonzalez Charter School,2002,2,307,173.5,0,0,18
Dr M L Garza-Gonzalez Charter School,2003,1,261,96.6,1,13,32
Dr M L Garza-Gonzalez Charter School,2004,1,257,77,18,18,37
Dr M L Garza-Gonzalez Charter School,2005,2,205,139,5,5,27
Dr M L Garza-Gonzalez Charter School,2006,1,200,89.5,0,0,15
Dr M L Garza-Gonzalez Charter School,2007,3,252,280.2,0,1,12
Dr M L Garza-Gonzalez Charter School,2008,3,268,277.4,49,49,6
Dr M L Garza-Gonzalez Charter School,2009,3,270,297.8,31,31,19
Dr M L Garza-Gonzalez Charter School,2010,3,282,294,73,73,22
Dr M L Garza-Gonzalez Charter School,2011,3,260,286.7,134,134,22
Dr M L Garza-Gonzalez Charter School,2012,3,213,266.9,94,94,12
Dr M L Garza-Gonzalez Charter School,2013,3,228,251.8,93,93,5
Dr M L Garza-Gonzalez Charter School,2014,3,211,285.7,77,76,4
Dr M L Garza-Gonzalez Charter School,2015,3,185,246.3,56,56,1
Dr M L Garza-Gonzalez Charter School,2016,3,169,288,41,41,0
Dr M L Garza-Gonzalez Charter School,2017,2,152,190.9,38,38,2
Dr M L Garza-Gonzalez Charter School,2018,1,171,95.9,34,34,3
Dr M L Garza-Gonzalez Charter School,2019,1,230,0,43,0,17
Draw Academy,2005,1,244,100,190,190,11
Draw Academy,2006,1,246,100,202,203,25
Draw Academy,2007,1,221,100,198,198,22
Draw Academy,2008,1,245,99.6,204,204,25
Draw Academy,2009,1,264,100,195,195,16
Draw Academy,2010,1,280,99.6,207,207,13
Draw Academy,2011,1,293,100,219,219,12
Draw Academy,2012,2,422,200,254,254,12
Draw Academy,2013,2,477,199.4,332,332,10
Draw Academy,2014,2,458,200,362,361,8
Draw Academy,2015,2,542,200,422,420,9
Draw Academy,2016,3,698,294.2,508,505,11
Draw Academy,2017,3,660,283,513,511,8
Draw Academy,2018,3,653,292.5,572,568,12
Draw Academy,2019,1,675,0,0,0,20
Eagle Academies of Texas,2000,14,686,0,0,0,0
Eagle Academies of Texas,2001,14,1855,3.9,0,0,139
Eagle Academies of Texas,2002,14,1943,447.8,296,296,247
Eagle Academies of Texas,2003,15,2307,793.7,728,728,323
Eagle Academies of Texas,2004,17,2472,1084.8,630,630,431
Eagle Academies of Texas,2005,18,2479,968.4,763,763,442
Eagle Academies of Texas,2006,16,2244,963.5,741,741,306
Eagle Academies of Texas,2007,17,2420,1019,756,756,321
Eagle Academies of Texas,2008,22,2681,1373.5,821,821,266
Eagle Academies of Texas,2009,21,3110,1370.9,982,982,279
Eagle Academies of Texas,2010,21,3163,1415.8,1052,1052,287
Eagle Academies of Texas,2011,21,4334,1490.8,1177,1177,359
Eagle Academies of Texas,2012,6,5092,254.4,6,6,309
Eagle Academies of Texas,2013,6,6519,250.5,81,81,374
Eagle Academies of Texas,2014,6,7331,248.5,198,198,636
Eagle Academies of Texas,2015,6,7911,245.2,174,174,692
Eagle Academies of Texas,2016,6,4621,258.2,297,297,402
Eagle Academies of Texas,2017,6,4860,265.3,328,318,472
Eagle Academies of Texas,2018,5,3586,171,177,172,398
Eagle Academies of Texas,2019,5,2270,0,78,0,193
Eagle Project,2000,1,56,1.8,0,0,0
Eagle Project,2001,1,121,0.8,0,0,13
Eagle Project,2002,2,176,92.7,2,2,24
Eagle Project,2003,1,119,65.5,22,22,13
East Fort Worth Montessori Academy,2004,1,200,91,16,15,12
East Fort Worth Montessori Academy,2005,1,218,93.6,19,19,14
East Fort Worth Montessori Academy,2006,1,222,92.3,48,48,4
East Fort Worth Montessori Academy,2007,1,247,84.2,73,77,6
East Fort Worth Montessori Academy,2008,1,295,84.4,75,75,7
East Fort Worth Montessori Academy,2009,1,306,91.2,85,85,14
East Fort Worth Montessori Academy,2010,1,306,93.8,84,84,12
East Fort Worth Montessori Academy,2011,1,355,89.9,86,86,13
East Fort Worth Montessori Academy,2012,1,357,87.4,111,109,10
East Fort Worth Montessori Academy,2013,2,549,150.4,148,145,12
East Fort Worth Montessori Academy,2014,2,532,163.5,179,178,22
East Fort Worth Montessori Academy,2015,2,492,164.2,159,159,19
East Fort Worth Montessori Academy,2016,2,497,152.2,162,161,18
East Fort Worth Montessori Academy,2017,2,520,145.3,181,178,17
East Fort Worth Montessori Academy,2018,2,377,129.8,117,117,14
East Fort Worth Montessori Academy,2019,1,247,0,71,0,14
East Texas Charter Schools,2000,1,52,51.9,0,0,0
East Texas Charter Schools,2001,1,144,12.5,1,1,4
East Texas Charter Schools,2002,1,143,13.3,1,1,7
East Texas Charter Schools,2003,2,170,86.1,0,0,17
East Texas Charter Schools,2004,1,140,20.7,0,0,7
East Texas Charter Schools,2005,1,139,24.5,0,0,11
East Texas Charter Schools,2006,1,135,33.3,0,0,13
East Texas Charter Schools,2007,1,168,36.9,0,0,17
East Texas Charter Schools,2008,1,162,33.3,0,0,27
East Texas Charter Schools,2009,1,155,32.3,0,0,26
East Texas Charter Schools,2010,1,157,31.2,0,0,21
East Texas Charter Schools,2011,1,157,31.8,0,0,14
East Texas Charter Schools,2012,1,165,35.2,0,0,15
East Texas Charter Schools,2013,1,167,25.1,0,0,12
East Texas Charter Schools,2014,1,173,29.5,0,0,10
East Texas Charter Schools,2015,1,174,23.6,0,0,11
East Texas Charter Schools,2016,1,167,24,0,0,12
East Texas Charter Schools,2017,1,148,23,0,0,10
East Texas Charter Schools,2018,1,140,30,0,0,13
East Texas Charter Schools,2019,1,147,0,0,0,12
Education Center International,2002,3,234,19.3,7,1,42
Education Center International,2003,3,347,40,3,1,69
Education Center International,2004,3,332,54.5,4,4,61
Education Center International,2005,3,370,106.6,19,19,77
Education Center International,2006,3,417,102.9,14,13,64
Education Center International,2007,3,432,88.5,35,34,63
Education Center International,2008,6,807,156.3,41,39,105
Education Center International,2009,7,944,200,27,26,110
Education Center International,2010,7,962,268.6,11,11,103
Education Center International,2011,7,881,296.8,42,42,119
Education Center International,2012,6,793,271.8,27,27,100
Education Center International,2013,6,786,338.6,50,47,122
Education Center International,2014,6,1026,284.9,126,114,118
Education Center International,2015,6,879,303.5,165,158,88
Education Center International,2016,5,761,304,134,125,73
Education Center International,2017,6,810,352.6,134,129,87
Education Center International,2018,6,1052,359.7,162,161,106
Education Center International,2019,6,1279,0,237,0,119
Ehrhart School,2002,1,127,38.6,0,0,21
Ehrhart School,2003,1,237,53.2,0,0,24
Ehrhart School,2004,1,161,79.5,0,1,24
Ehrhart School,2005,1,226,82.7,0,0,30
Ehrhart School,2006,1,227,83.7,0,0,23
Ehrhart School,2007,1,199,85.4,0,0,15
Ehrhart School,2008,1,186,83.9,0,0,13
Ehrhart School,2009,1,197,88.3,6,6,13
Ehrhart School,2010,1,214,88.3,21,21,11
Ehrhart School,2011,1,202,88.6,26,26,10
Ehrhart School,2012,1,228,84.6,34,34,14
Ehrhart School,2013,1,251,86.1,45,45,14
Ehrhart School,2014,1,274,88,68,67,12
Ehrhart School,2015,1,286,84.6,79,79,11
Ehrhart School,2016,1,366,82.8,118,118,14
Ehrhart School,2017,1,357,82.1,156,156,12
Ehrhart School,2018,1,387,82.4,194,193,17
Ehrhart School,2019,1,458,0,265,0,40
El Paso Academy,2001,1,99,100,29,29,0
El Paso Academy,2002,1,340,70.9,172,0,20
El Paso Academy,2003,1,421,73.6,164,12,33
El Paso Academy,2004,1,559,68.5,102,18,39
El Paso Academy,2005,2,501,122.8,17,6,59
El Paso Academy,2006,2,458,139.4,24,17,30
El Paso Academy,2007,2,463,128.4,24,22,40
El Paso Academy,2008,2,462,139.3,28,23,37
El Paso Academy,2009,2,440,137.8,7,7,35
El Paso Academy,2010,2,462,133.9,44,43,34
El Paso Academy,2011,2,449,131.1,37,31,40
El Paso Academy,2012,2,400,139.8,23,18,22
El Paso Academy,2013,2,479,140.7,34,31,31
El Paso Academy,2014,2,417,137.1,33,29,30
El Paso Academy,2015,2,456,106.7,47,42,36
El Paso Academy,2016,2,362,150.6,34,31,27
El Paso Academy,2017,2,381,146.8,22,22,24
El Paso Academy,2018,2,453,123.2,30,28,40
El Paso Academy,2019,2,346,0,25,0,32
El Paso Leadership Academy,2015,1,77,72.7,12,11,8
El Paso Leadership Academy,2016,1,181,75.1,17,5,17
El Paso Leadership Academy,2017,1,245,79.6,48,48,20
El Paso Leadership Academy,2018,1,192,88,43,41,19
El Paso Leadership Academy,2019,1,217,0,121,0,17
El Paso School Of Excellence,2001,1,185,81.1,50,0,6
El Paso School Of Excellence,2002,2,394,127.3,90,78,18
El Paso School Of Excellence,2003,2,458,160.4,128,113,22
El Paso School Of Excellence,2004,2,497,120.1,188,129,26
El Paso School Of Excellence,2005,2,549,185.3,220,167,30
El Paso School Of Excellence,2006,2,449,180.5,134,152,18
El Paso School Of Excellence,2007,2,489,180.3,222,175,29
El Paso School Of Excellence,2008,2,491,185.9,142,103,20
El Paso School Of Excellence,2009,2,443,178.5,260,256,22
El Paso School Of Excellence,2010,2,456,140.7,212,181,24
Eleanor Kolitz Hebrew Language Academy,2014,1,196,11.2,5,5,5
Eleanor Kolitz Hebrew Language Academy,2015,1,258,19,8,7,7
Eleanor Kolitz Hebrew Language Academy,2016,1,280,14.3,10,10,6
Eleanor Kolitz Hebrew Language Academy,2017,1,295,13.2,6,6,8
Eleanor Kolitz Hebrew Language Academy,2018,1,319,11.3,14,14,15
Eleanor Kolitz Hebrew Language Academy,2019,1,421,0,21,0,33
Encino School,1999,1,61,86.9,9,9,1
Encino School,2000,1,70,91.4,12,12,0
Encino School,2001,1,69,92.8,12,12,2
Encino School,2002,1,67,94,9,9,1
Encino School,2003,1,62,72.6,8,8,2
Encino School,2004,1,52,84.6,10,10,5
Encino School,2005,1,57,78.9,6,6,6
Encino School,2006,1,70,67.1,7,7,6
Encino School,2007,1,73,79.5,11,11,8
Encino School,2008,1,61,75.4,10,11,8
Encino School,2009,1,49,69.4,6,7,5
Encino School,2010,1,40,72.5,4,8,1
Encino School,2011,1,32,81.3,2,4,1
Erath Excels Academy,2007,1,135,51.9,2,2,21
Erath Excels Academy,2008,1,85,58.8,0,0,20
Erath Excels Academy,2009,2,155,151.2,0,0,46
Erath Excels Academy,2010,2,158,171.1,0,0,35
Erath Excels Academy,2011,2,162,158.7,5,5,28
Erath Excels Academy,2012,2,170,169.6,6,5,24
Erath Excels Academy,2013,2,168,176.7,9,9,24
Erath Excels Academy,2014,2,208,175.2,14,14,25
Erath Excels Academy,2015,2,193,153.5,8,8,25
Erath Excels Academy,2016,2,159,162.5,7,7,15
Erath Excels Academy,2017,2,136,176.7,11,10,14
Erath Excels Academy,2018,2,115,163.9,9,9,15
Erath Excels Academy,2019,2,114,0,0,0,0
Etoile Academy Charter School,2019,1,144,0,0,0,11
Evolution Academy Charter School,2003,1,238,37,2,2,23
Evolution Academy Charter School,2004,1,274,26.3,6,6,42
Evolution Academy Charter School,2005,1,337,38.3,10,11,46
Evolution Academy Charter School,2006,1,352,48,32,32,42
Evolution Academy Charter School,2007,1,347,35.4,21,20,35
